order_id,product_id,quantity,unit_price,line_total
22365300,10,1,9.07,9.07
22365300,25,1,6.89,6.89
22403395,5,3,1.92,5.76
22403395,17,4,3.71,14.84
22403395,19,2,8.89,17.78
22403395,25,5,6.89,34.45
22403395,33,2,2.00,4.00
22407080,5,2,1.92,3.84
22407080,23,3,4.55,13.65
22407080,27,3,8.49,25.47
22443034,3,5,4.42,22.10
22443034,16,4,5.68,22.72
22443034,31,1,6.62,6.62
22443034,33,2,2.00,4.00
22445852,8,2,3.30,6.60
22445852,13,4,5.80,23.20
22445852,15,1,5.78,5.78
22445852,32,4,3.05,12.20
22446373,13,5,5.80,29.00
22451242,5,4,1.92,7.68
22495383,6,5,0.96,4.80
22495383,7,3,1.92,5.76
22495383,9,1,1.13,1.13
22495383,13,4,5.80,23.20
22526029,25,2,6.89,13.78
22530228,6,5,0.96,4.80
22539835,18,4,9.45,37.80
22547129,5,4,1.92,7.68
22547129,17,2,3.71,7.42
22547129,22,1,0.94,0.94
22547129,24,5,6.00,30.00
22548244,10,3,9.07,27.21
22548244,12,2,6.64,13.28
22548244,25,4,6.89,27.56
22548244,26,5,9.32,46.60
22548244,27,5,8.49,42.45
22552727,17,1,3.71,3.71
22552727,32,1,3.05,3.05
22560252,36,5,2.86,14.30
22566021,5,5,1.92,9.60
22566021,20,4,9.90,39.60
22566021,26,4,9.32,37.28
22566021,31,3,6.62,19.86
22569977,1,5,6.83,34.15
22569977,3,3,4.42,13.26
22569977,4,4,3.41,13.64
22577913,28,3,7.37,22.11
22601580,10,5,9.07,45.35
22601580,14,2,8.60,17.20
22601580,18,5,9.45,47.25
22601580,35,2,5.48,10.96
22601880,3,2,4.42,8.84
22601880,12,3,6.64,19.92
22611436,8,1,3.30,3.30
22611436,30,3,2.70,8.10
22611436,35,5,5.48,27.40
22635174,5,5,1.92,9.60
22635174,7,2,1.92,3.84
22635174,13,3,5.80,17.40
22635174,32,1,3.05,3.05
22639077,12,3,6.64,19.92
22639077,27,4,8.49,33.96
22639077,31,1,6.62,6.62
22639077,33,3,2.00,6.00
22653613,14,5,8.60,43.00
22653613,22,0,0.94,0.00
22657474,29,4,1.31,5.24
22669482,21,1,4.46,4.46
22669482,34,1,5.51,5.51
22669619,4,2,3.41,6.82
22669619,15,4,5.78,23.12
22669619,18,1,9.45,9.45
22670689,14,1,8.60,8.60
22670689,17,5,3.71,18.55
22670689,24,5,6.00,30.00
22677981,5,1,1.92,1.92
22677981,31,5,6.62,33.10
22684909,1,2,6.83,13.66
22684909,2,4,0.94,3.76
22684909,9,3,1.13,3.39
22684909,15,1,5.78,5.78
22684909,28,4,7.37,29.48
22701697,13,2,5.80,11.60
22709863,14,4,8.60,34.40
22709863,18,2,9.45,18.90
22709863,20,4,9.90,39.60
22709863,25,3,6.89,20.67
22710525,1,3,6.83,20.49
22710525,5,5,1.92,9.60
22710525,10,3,9.07,27.21
22710525,24,5,6.00,30.00
22718225,9,4,1.13,4.52
22722457,5,5,1.92,9.60
22722457,6,3,0.96,2.88
22722457,32,3,3.05,9.15
22722816,35,4,5.48,21.92
22722816,36,3,2.86,8.58
22765110,34,2,5.51,11.02
22765492,5,2,1.92,3.84
22765492,26,1,9.32,9.32
22765492,32,5,3.05,15.25
22765492,34,1,5.51,5.51
22770049,12,4,6.64,26.56
22770049,26,5,9.32,46.60
22770049,31,4,6.62,26.48
22774371,10,1,9.07,9.07
22774371,15,5,5.78,28.90
22781086,16,4,5.68,22.72
22781086,18,3,9.45,28.35
22781086,21,1,4.46,4.46
22781086,25,4,6.89,27.56
22788911,30,4,2.70,10.80
22792548,6,1,0.96,0.96
22792548,20,2,9.90,19.80
22792548,21,5,4.46,22.30
22792548,26,5,9.32,46.60
22792548,29,5,1.31,6.55
22793797,10,3,9.07,27.21
22793797,33,2,2.00,4.00
22798388,15,4,5.78,23.12
22798388,19,5,8.89,44.45
22798388,34,4,5.51,22.04
22798388,36,1,2.86,2.86
22803576,12,4,6.64,26.56
22803576,33,1,2.00,2.00
22803576,34,1,5.51,5.51
22807074,4,3,3.41,10.23
22807074,6,3,0.96,2.88
22807074,16,3,5.68,17.04
22807074,18,1,9.45,9.45
22817394,1,4,6.83,27.32
22817394,22,0,0.94,0.00
22817394,23,0,4.55,0.00
22817394,33,3,2.00,6.00
22822457,8,3,3.30,9.90
22822457,11,5,7.45,37.25
22822457,22,2,0.94,1.88
22822457,34,1,5.51,5.51
22827086,18,1,9.45,9.45
22827086,36,2,2.86,5.72
22827283,22,3,0.94,2.82
22832087,5,3,1.92,5.76
22832087,35,5,5.48,27.40
22851388,2,5,0.94,4.70
22851388,7,4,1.92,7.68
22851388,29,3,1.31,3.93
22851388,31,5,6.62,33.10
22868416,12,1,6.64,6.64
22868416,27,2,8.49,16.98
22868416,36,2,2.86,5.72
22875394,16,4,5.68,22.72
22875394,23,4,4.55,18.20
22875394,35,2,5.48,10.96
22898806,6,5,0.96,4.80
22898806,36,5,2.86,14.30
22902553,11,2,7.45,14.90
22902553,20,4,9.90,39.60
22902553,22,4,0.94,3.76
22902553,25,1,6.89,6.89
22902553,33,4,2.00,8.00
22910582,3,2,4.42,8.84
22910582,4,4,3.41,13.64
22910582,10,5,9.07,45.35
22910582,22,3,0.94,2.82
22910582,29,3,1.31,3.93
22935675,9,4,1.13,4.52
22935675,14,1,8.60,8.60
22935675,33,4,2.00,8.00
22936940,14,3,8.60,25.80
22936940,17,5,3.71,18.55
22941535,17,2,3.71,7.42
22941535,20,4,9.90,39.60
22941535,25,2,6.89,13.78
22941535,29,4,1.31,5.24
22943456,22,0,0.94,0.00
22943456,32,4,3.05,12.20
22943456,33,4,2.00,8.00
22943456,34,1,5.51,5.51
22950773,14,3,8.60,25.80
22950773,29,1,1.31,1.31
22953099,11,2,7.45,14.90
22960813,15,4,5.78,23.12
22960813,21,1,4.46,4.46
23003421,6,2,0.96,1.92
23003421,21,3,4.46,13.38
23003421,33,3,2.00,6.00
23019882,14,1,8.60,8.60
23024260,25,1,6.89,6.89
23024260,29,2,1.31,2.62
23026321,36,1,2.86,2.86
23042349,1,4,6.83,27.32
23042349,27,2,8.49,16.98
23042349,33,5,2.00,10.00
23043956,15,1,5.78,5.78
23043956,18,5,9.45,47.25
23043956,19,4,8.89,35.56
23043956,33,5,2.00,10.00
23061566,6,1,0.96,0.96
23061566,8,2,3.30,6.60
23063379,3,1,4.42,4.42
23063379,11,5,7.45,37.25
23063379,16,2,5.68,11.36
23063379,18,4,9.45,37.80
23063379,25,4,6.89,27.56
23069586,18,2,9.45,18.90
23069586,21,1,4.46,4.46
23069586,25,4,6.89,27.56
23078707,1,1,6.83,6.83
23078707,22,2,0.94,1.88
23079837,6,4,0.96,3.84
23079837,25,3,6.89,20.67
23079837,32,3,3.05,9.15
23079837,35,1,5.48,5.48
23080548,1,5,6.83,34.15
23080548,3,4,4.42,17.68
23080548,9,2,1.13,2.26
23080548,21,3,4.46,13.38
23080548,26,1,9.32,9.32
23083001,14,5,8.60,43.00
23083001,19,3,8.89,26.67
23083001,25,3,6.89,20.67
23083001,34,5,5.51,27.55
23083001,36,3,2.86,8.58
23097960,12,4,6.64,26.56
23103272,4,4,3.41,13.64
23103272,6,4,0.96,3.84
23103272,24,4,6.00,24.00
23103272,27,2,8.49,16.98
23121327,12,2,6.64,13.28
23132492,31,5,6.62,33.10
23138249,5,1,1.92,1.92
23138249,7,4,1.92,7.68
23138249,16,3,5.68,17.04
23138249,29,2,1.31,2.62
23142324,14,1,8.60,8.60
23142324,15,2,5.78,11.56
23142324,26,2,9.32,18.64
23142324,28,5,7.37,36.85
23157086,13,1,5.80,5.80
23157086,21,2,4.46,8.92
23157086,29,4,1.31,5.24
23171692,3,2,4.42,8.84
23171692,7,2,1.92,3.84
23171692,14,1,8.60,8.60
23171692,23,4,4.55,18.20
23171692,24,4,6.00,24.00
23178327,5,2,1.92,3.84
23180806,1,3,6.83,20.49
23180806,5,5,1.92,9.60
23180806,18,1,9.45,9.45
23180806,19,2,8.89,17.78
23180806,27,1,8.49,8.49
23195122,1,4,6.83,27.32
23195122,7,5,1.92,9.60
23195122,10,4,9.07,36.28
23200287,11,1,7.45,7.45
23207595,11,2,7.45,14.90
23207595,16,4,5.68,22.72
23211729,11,3,7.45,22.35
23211729,30,3,2.70,8.10
23211729,33,5,2.00,10.00
23217307,24,1,6.00,6.00
23217307,28,5,7.37,36.85
23217307,36,3,2.86,8.58
23242756,34,3,5.51,16.53
23243299,7,3,1.92,5.76
23243299,36,3,2.86,8.58
23243762,1,4,6.83,27.32
23243762,18,3,9.45,28.35
23243762,27,5,8.49,42.45
23243762,30,3,2.70,8.10
23243762,31,1,6.62,6.62
23255731,6,4,0.96,3.84
23255731,12,1,6.64,6.64
23255731,17,2,3.71,7.42
23267607,2,4,0.94,3.76
23267607,18,4,9.45,37.80
23267607,30,2,2.70,5.40
23267607,34,1,5.51,5.51
23270331,10,3,9.07,27.21
23270331,28,3,7.37,22.11
23270331,34,3,5.51,16.53
23270709,19,4,8.89,35.56
23270709,22,3,0.94,2.82
23270709,28,2,7.37,14.74
23270709,34,4,5.51,22.04
23273916,29,4,1.31,5.24
23278364,1,2,6.83,13.66
23278364,7,2,1.92,3.84
23278364,14,4,8.60,34.40
23278364,16,5,5.68,28.40
23278364,17,3,3.71,11.13
23280501,14,1,8.60,8.60
23280501,16,2,5.68,11.36
23280501,17,2,3.71,7.42
23280501,24,3,6.00,18.00
23283153,11,2,7.45,14.90
23283153,20,3,9.90,29.70
23283153,23,1,4.55,4.55
23283712,7,1,1.92,1.92
23283712,22,5,0.94,4.70
23283712,24,4,6.00,24.00
23295509,6,2,0.96,1.92
23295509,12,2,6.64,13.28
23295509,17,5,3.71,18.55
23295509,35,1,5.48,5.48
23300081,4,3,3.41,10.23
23300081,16,1,5.68,5.68
23321124,10,1,9.07,9.07
23321124,11,1,7.45,7.45
23321124,26,2,9.32,18.64
23321124,27,4,8.49,33.96
23323047,18,1,9.45,9.45
23337900,4,3,3.41,10.23
23337900,16,3,5.68,17.04
23337900,25,3,6.89,20.67
23337900,28,1,7.37,7.37
23342618,4,5,3.41,17.05
23342618,8,4,3.30,13.20
23342618,16,2,5.68,11.36
23342618,27,5,8.49,42.45
23344156,13,1,5.80,5.80
23344156,31,3,6.62,19.86
23348232,12,2,6.64,13.28
23348232,20,4,9.90,39.60
23351768,11,4,7.45,29.80
23351768,12,1,6.64,6.64
23352956,36,3,2.86,8.58
23353900,10,4,9.07,36.28
23353900,19,2,8.89,17.78
23353900,27,5,8.49,42.45
23355367,5,5,1.92,9.60
23355367,6,1,0.96,0.96
23355367,35,4,5.48,21.92
23355537,3,5,4.42,22.10
23355537,19,1,8.89,8.89
23355537,22,3,0.94,2.82
23355537,24,3,6.00,18.00
23355537,25,4,6.89,27.56
23368673,4,5,3.41,17.05
23368673,14,5,8.60,43.00
23368673,17,1,3.71,3.71
23368673,18,2,9.45,18.90
23368673,34,5,5.51,27.55
23389566,9,2,1.13,2.26
23389566,17,5,3.71,18.55
23389566,24,5,6.00,30.00
23389566,27,3,8.49,25.47
23389972,7,3,1.92,5.76
23389972,8,4,3.30,13.20
23395207,3,3,4.42,13.26
23395207,5,3,1.92,5.76
23395207,14,5,8.60,43.00
23400500,10,4,9.07,36.28
23400500,19,3,8.89,26.67
23406195,8,3,3.30,9.90
23406195,14,1,8.60,8.60
23421281,17,3,3.71,11.13
23421281,23,3,4.55,13.65
23437816,6,4,0.96,3.84
23437816,12,2,6.64,13.28
23437816,16,1,5.68,5.68
23437816,23,2,4.55,9.10
23439731,13,5,5.80,29.00
23439731,23,5,4.55,22.75
23439731,24,2,6.00,12.00
23439731,28,4,7.37,29.48
23439731,30,2,2.70,5.40
23441627,3,3,4.42,13.26
23441627,8,2,3.30,6.60
23441627,15,2,5.78,11.56
23441627,31,4,6.62,26.48
23482518,12,2,6.64,13.28
23482518,13,3,5.80,17.40
23482518,14,4,8.60,34.40
23482518,29,5,1.31,6.55
23482518,32,2,3.05,6.10
23483432,3,5,4.42,22.10
23483432,5,5,1.92,9.60
23483432,18,1,9.45,9.45
23483432,26,2,9.32,18.64
23485542,15,3,5.78,17.34
23485542,20,2,9.90,19.80
23485542,33,4,2.00,8.00
23485542,36,1,2.86,2.86
23494133,29,3,1.31,3.93
23495263,9,2,1.13,2.26
23495263,10,4,9.07,36.28
23495263,20,5,9.90,49.50
23495263,30,5,2.70,13.50
23502165,7,4,1.92,7.68
23502165,13,2,5.80,11.60
23516352,7,2,1.92,3.84
23516352,9,5,1.13,5.65
23516352,12,2,6.64,13.28
23516352,16,5,5.68,28.40
23522853,2,5,0.94,4.70
23522853,7,4,1.92,7.68
23536667,28,3,7.37,22.11
23540454,8,3,3.30,9.90
23540454,16,4,5.68,22.72
23540454,22,0,0.94,0.00
23540714,7,5,1.92,9.60
23540714,21,2,4.46,8.92
23540714,35,3,5.48,16.44
23540931,32,4,3.05,12.20
23548540,1,5,6.83,34.15
23548540,35,5,5.48,27.40
23553378,3,3,4.42,13.26
23553378,6,3,0.96,2.88
23553378,10,4,9.07,36.28
23553378,16,1,5.68,5.68
23553378,34,1,5.51,5.51
23560171,10,1,9.07,9.07
23560171,26,4,9.32,37.28
23560171,32,1,3.05,3.05
23565245,4,4,3.41,13.64
23565245,15,1,5.78,5.78
23565245,22,2,0.94,1.88
23570593,15,2,5.78,11.56
23570593,28,3,7.37,22.11
23570593,35,2,5.48,10.96
23576018,26,3,9.32,27.96
23576018,29,3,1.31,3.93
23576018,31,4,6.62,26.48
23587107,30,5,2.70,13.50
23588259,18,4,9.45,37.80
23594869,10,4,9.07,36.28
23594869,16,1,5.68,5.68
23594869,31,2,6.62,13.24
23607286,5,5,1.92,9.60
23643349,15,1,5.78,5.78
23643349,31,5,6.62,33.10
23650596,2,1,0.94,0.94
23650596,19,1,8.89,8.89
23650596,22,3,0.94,2.82
23650596,28,3,7.37,22.11
23650891,7,4,1.92,7.68
23650891,28,4,7.37,29.48
23650891,36,1,2.86,2.86
23659630,6,1,0.96,0.96
23689512,3,1,4.42,4.42
23689512,6,5,0.96,4.80
23689512,31,2,6.62,13.24
23696102,20,1,9.90,9.90
23696102,27,1,8.49,8.49
23702121,13,5,5.80,29.00
23702121,14,5,8.60,43.00
23702121,21,5,4.46,22.30
23702121,22,2,0.94,1.88
23702541,10,1,9.07,9.07
23702541,11,1,7.45,7.45
23702541,21,4,4.46,17.84
23703724,7,3,1.92,5.76
23703724,19,3,8.89,26.67
23703724,26,2,9.32,18.64
23703724,27,4,8.49,33.96
23703724,33,4,2.00,8.00
23708443,11,1,7.45,7.45
23743007,8,2,3.30,6.60
23743007,24,3,6.00,18.00
23743007,25,5,6.89,34.45
23759705,8,3,3.30,9.90
23761993,1,3,6.83,20.49
23761993,10,5,9.07,45.35
23761993,15,2,5.78,11.56
23761993,21,3,4.46,13.38
23768289,8,2,3.30,6.60
23768289,23,3,4.55,13.65
23768289,28,1,7.37,7.37
23775976,11,5,7.45,37.25
23775976,12,5,6.64,33.20
23775976,19,4,8.89,35.56
23775976,21,4,4.46,17.84
23782307,11,5,7.45,37.25
23782307,19,4,8.89,35.56
23785595,10,2,9.07,18.14
23807672,4,2,3.41,6.82
23807672,9,5,1.13,5.65
23807672,12,4,6.64,26.56
23807672,18,4,9.45,37.80
23807672,27,1,8.49,8.49
23826869,14,3,8.60,25.80
23830075,22,4,0.94,3.76
23830075,24,1,6.00,6.00
23830075,31,1,6.62,6.62
23830075,36,2,2.86,5.72
23839550,2,0,0.94,0.00
23839550,3,1,4.42,4.42
23839550,14,1,8.60,8.60
23839550,20,2,9.90,19.80
23839550,30,3,2.70,8.10
23847127,12,5,6.64,33.20
23847127,13,3,5.80,17.40
23847127,23,4,4.55,18.20
23848533,17,3,3.71,11.13
23885193,21,3,4.46,13.38
23885193,24,1,6.00,6.00
23885193,27,1,8.49,8.49
23885193,28,2,7.37,14.74
23899444,3,1,4.42,4.42
23899444,17,4,3.71,14.84
23910572,4,5,3.41,17.05
23910572,5,2,1.92,3.84
23910572,25,5,6.89,34.45
23923753,8,2,3.30,6.60
23923753,10,2,9.07,18.14
23923753,31,2,6.62,13.24
23923753,36,1,2.86,2.86
23933337,31,4,6.62,26.48
23942809,7,2,1.92,3.84
23942809,17,1,3.71,3.71
23967493,5,1,1.92,1.92
23967493,7,3,1.92,5.76
23970559,1,2,6.83,13.66
23970559,3,5,4.42,22.10
23970559,18,4,9.45,37.80
23970559,27,4,8.49,33.96
23970559,30,5,2.70,13.50
23973664,10,4,9.07,36.28
23973664,26,3,9.32,27.96
23973664,36,1,2.86,2.86
23978779,25,3,6.89,20.67
23993154,6,5,0.96,4.80
23993154,10,2,9.07,18.14
23993154,19,1,8.89,8.89
24004822,4,3,3.41,10.23
24008812,4,2,3.41,6.82
24008812,6,5,0.96,4.80
24008812,8,4,3.30,13.20
24008812,17,4,3.71,14.84
24008812,32,2,3.05,6.10
24020386,6,3,0.96,2.88
24020386,15,2,5.78,11.56
24020386,16,4,5.68,22.72
24020386,34,3,5.51,16.53
24035819,7,4,1.92,7.68
24035819,21,1,4.46,4.46
24035819,32,5,3.05,15.25
24044296,3,2,4.42,8.84
24044296,5,3,1.92,5.76
24044296,19,3,8.89,26.67
24044296,29,2,1.31,2.62
24044296,36,4,2.86,11.44
24051203,6,5,0.96,4.80
24051203,9,3,1.13,3.39
24054987,19,5,8.89,44.45
24054987,24,4,6.00,24.00
24066846,22,1,0.94,0.94
24066846,23,4,4.55,18.20
24066846,33,1,2.00,2.00
24070660,8,4,3.30,13.20
24070660,14,3,8.60,25.80
24070660,19,4,8.89,35.56
24070756,17,5,3.71,18.55
24070756,19,2,8.89,17.78
24070756,30,5,2.70,13.50
24073367,3,3,4.42,13.26
24073367,12,3,6.64,19.92
24073367,14,2,8.60,17.20
24073367,29,5,1.31,6.55
24073367,30,3,2.70,8.10
24078523,5,2,1.92,3.84
24083201,7,3,1.92,5.76
24083201,10,1,9.07,9.07
24083201,19,4,8.89,35.56
24083201,29,1,1.31,1.31
24083201,34,1,5.51,5.51
24086038,10,4,9.07,36.28
24086038,28,1,7.37,7.37
24111511,15,3,5.78,17.34
24111511,25,3,6.89,20.67
24122088,4,4,3.41,13.64
24122088,6,4,0.96,3.84
24122088,7,4,1.92,7.68
24122088,12,1,6.64,6.64
24122088,36,2,2.86,5.72
24141725,8,3,3.30,9.90
24141725,14,1,8.60,8.60
24141725,28,1,7.37,7.37
24141725,36,4,2.86,11.44
24146093,3,4,4.42,17.68
24146093,22,1,0.94,0.94
24153295,24,3,6.00,18.00
24153295,28,2,7.37,14.74
24153295,33,1,2.00,2.00
24153295,36,1,2.86,2.86
24161727,20,3,9.90,29.70
24161727,31,1,6.62,6.62
24162927,2,1,0.94,0.94
24162927,6,3,0.96,2.88
24162927,15,5,5.78,28.90
24162927,21,2,4.46,8.92
24162927,26,4,9.32,37.28
24184813,5,2,1.92,3.84
24184813,6,5,0.96,4.80
24186937,13,4,5.80,23.20
24186937,15,2,5.78,11.56
24186937,33,5,2.00,10.00
24187586,26,5,9.32,46.60
24189662,16,1,5.68,5.68
24189662,31,5,6.62,33.10
24189662,35,5,5.48,27.40
24201262,2,1,0.94,0.94
24201262,12,3,6.64,19.92
24201262,22,2,0.94,1.88
24201262,26,2,9.32,18.64
24201262,31,2,6.62,13.24
24208937,7,5,1.92,9.60
24208937,12,1,6.64,6.64
24224685,7,5,1.92,9.60
24248440,17,5,3.71,18.55
24248440,21,5,4.46,22.30
24248440,23,1,4.55,4.55
24251112,14,3,8.60,25.80
24255653,2,1,0.94,0.94
24255653,27,5,8.49,42.45
24270432,18,1,9.45,9.45
24270432,28,2,7.37,14.74
24270432,34,2,5.51,11.02
24271718,2,5,0.94,4.70
24271718,11,1,7.45,7.45
24271718,19,1,8.89,8.89
24308224,19,1,8.89,8.89
24308224,27,2,8.49,16.98
24308224,34,1,5.51,5.51
24316183,12,1,6.64,6.64
24316183,23,3,4.55,13.65
24318776,13,3,5.80,17.40
24318776,14,3,8.60,25.80
24318776,24,3,6.00,18.00
24321109,12,2,6.64,13.28
24321109,22,4,0.94,3.76
24321109,27,1,8.49,8.49
24321109,31,5,6.62,33.10
24342506,13,2,5.80,11.60
24342506,23,0,4.55,0.00
24342506,34,2,5.51,11.02
24350671,9,5,1.13,5.65
24350671,36,4,2.86,11.44
24361269,19,4,8.89,35.56
24361269,31,2,6.62,13.24
24383294,19,3,8.89,26.67
24383391,2,2,0.94,1.88
24392448,33,5,2.00,10.00
24394604,2,5,0.94,4.70
24394604,13,2,5.80,11.60
24394604,20,4,9.90,39.60
24394604,25,2,6.89,13.78
24394604,26,3,9.32,27.96
24396620,5,5,1.92,9.60
24396620,11,1,7.45,7.45
24401875,10,3,9.07,27.21
24401875,21,3,4.46,13.38
24409047,11,3,7.45,22.35
24413605,10,3,9.07,27.21
24416683,15,5,5.78,28.90
24416683,21,1,4.46,4.46
24416683,24,3,6.00,18.00
24416683,27,3,8.49,25.47
24416683,33,5,2.00,10.00
24421903,9,2,1.13,2.26
24427558,11,1,7.45,7.45
24440836,9,3,1.13,3.39
24440836,11,4,7.45,29.80
24440836,22,3,0.94,2.82
24440836,30,2,2.70,5.40
24442399,1,1,6.83,6.83
24442399,6,5,0.96,4.80
24442399,24,5,6.00,30.00
24442399,26,3,9.32,27.96
24451924,10,3,9.07,27.21
24451924,28,2,7.37,14.74
24451924,36,3,2.86,8.58
24457069,2,3,0.94,2.82
24457069,6,3,0.96,2.88
24457069,7,5,1.92,9.60
24457069,16,3,5.68,17.04
24457069,32,3,3.05,9.15
24458071,14,3,8.60,25.80
24463255,7,3,1.92,5.76
24471761,17,5,3.71,18.55
24471761,20,5,9.90,49.50
24471761,36,1,2.86,2.86
24479743,32,2,3.05,6.10
24489794,13,1,5.80,5.80
24523541,9,5,1.13,5.65
24523541,10,4,9.07,36.28
24523541,20,4,9.90,39.60
24523541,26,5,9.32,46.60
24532103,9,5,1.13,5.65
24539340,10,3,9.07,27.21
24539340,25,3,6.89,20.67
24546002,16,5,5.68,28.40
24546002,23,2,4.55,9.10
24567135,4,2,3.41,6.82
24567135,30,5,2.70,13.50
24572849,1,3,6.83,20.49
24572849,13,2,5.80,11.60
24572849,18,4,9.45,37.80
24572849,27,4,8.49,33.96
24582290,7,2,1.92,3.84
24582290,12,1,6.64,6.64
24582290,14,1,8.60,8.60
24582290,28,4,7.37,29.48
24582290,34,2,5.51,11.02
24590199,22,5,0.94,4.70
24590199,33,5,2.00,10.00
24592390,11,3,7.45,22.35
24592390,32,1,3.05,3.05
24607130,9,5,1.13,5.65
24607130,30,2,2.70,5.40
24625554,2,1,0.94,0.94
24625554,7,5,1.92,9.60
24643781,1,1,6.83,6.83
24643781,8,3,3.30,9.90
24643781,21,2,4.46,8.92
24643781,36,2,2.86,5.72
24645822,35,2,5.48,10.96
24646334,13,5,5.80,29.00
24646334,19,5,8.89,44.45
24652242,7,5,1.92,9.60
24652242,23,5,4.55,22.75
24655877,17,3,3.71,11.13
24655877,32,5,3.05,15.25
24671803,8,3,3.30,9.90
24671803,19,2,8.89,17.78
24671803,21,4,4.46,17.84
24671803,30,2,2.70,5.40
24688664,14,1,8.60,8.60
24688664,20,4,9.90,39.60
24688664,28,3,7.37,22.11
24688664,35,4,5.48,21.92
24695890,21,2,4.46,8.92
24700060,17,3,3.71,11.13
24700060,23,2,4.55,9.10
24700060,30,1,2.70,2.70
24707704,3,3,4.42,13.26
24707704,12,5,6.64,33.20
24707704,34,5,5.51,27.55
24711019,25,5,6.89,34.45
24723742,4,4,3.41,13.64
24723742,13,4,5.80,23.20
24723742,28,3,7.37,22.11
24723742,35,3,5.48,16.44
24727033,2,2,0.94,1.88
24727033,14,5,8.60,43.00
24727033,17,5,3.71,18.55
24727033,24,2,6.00,12.00
24727033,29,1,1.31,1.31
24785540,23,1,4.55,4.55
24786687,8,2,3.30,6.60
24786687,11,2,7.45,14.90
24786687,12,4,6.64,26.56
24786687,28,2,7.37,14.74
24820797,13,2,5.80,11.60
24820797,19,3,8.89,26.67
24820797,22,0,0.94,0.00
24820797,26,2,9.32,18.64
24822758,2,0,0.94,0.00
24822758,25,1,6.89,6.89
24822758,35,2,5.48,10.96
24842912,6,4,0.96,3.84
24842912,11,3,7.45,22.35
24859048,8,4,3.30,13.20
24859048,30,5,2.70,13.50
24859587,9,3,1.13,3.39
24888087,1,5,6.83,34.15
24888087,15,4,5.78,23.12
24888087,29,4,1.31,5.24
24888087,32,1,3.05,3.05
24896968,16,2,5.68,11.36
24896968,22,3,0.94,2.82
24896968,23,1,4.55,4.55
24901436,21,3,4.46,13.38
24901436,23,2,4.55,9.10
24912880,18,1,9.45,9.45
24912880,20,5,9.90,49.50
24912880,22,5,0.94,4.70
24912880,31,1,6.62,6.62
24955748,25,3,6.89,20.67
24958199,6,4,0.96,3.84
24958199,13,2,5.80,11.60
24958199,18,4,9.45,37.80
24958199,23,4,4.55,18.20
24958199,31,1,6.62,6.62
24960102,4,1,3.41,3.41
24960102,10,1,9.07,9.07
24960102,23,4,4.55,18.20
24960102,25,2,6.89,13.78
24960102,26,5,9.32,46.60
24968450,2,3,0.94,2.82
24968450,22,4,0.94,3.76
24971776,13,1,5.80,5.80
24971776,19,4,8.89,35.56
24971776,25,1,6.89,6.89
24971776,30,4,2.70,10.80
24982006,9,3,1.13,3.39
24983544,1,2,6.83,13.66
24983544,3,5,4.42,22.10
24983544,19,1,8.89,8.89
24983544,29,1,1.31,1.31
24994458,13,3,5.80,17.40
24994458,18,1,9.45,9.45
25003506,6,1,0.96,0.96
25003506,31,2,6.62,13.24
25023670,13,3,5.80,17.40
25023670,14,2,8.60,17.20
25023670,16,2,5.68,11.36
25049254,9,3,1.13,3.39
25061908,3,4,4.42,17.68
25061908,6,2,0.96,1.92
25061908,18,4,9.45,37.80
25061908,24,2,6.00,12.00
25075580,3,1,4.42,4.42
25075580,10,5,9.07,45.35
25075580,36,1,2.86,2.86
25077410,35,3,5.48,16.44
25090731,6,1,0.96,0.96
25090731,28,3,7.37,22.11
25090731,32,4,3.05,12.20
25109292,28,2,7.37,14.74
25126663,10,4,9.07,36.28
25126663,14,1,8.60,8.60
25126663,26,1,9.32,9.32
25126663,33,3,2.00,6.00
25130159,18,2,9.45,18.90
25130159,35,1,5.48,5.48
25130159,36,3,2.86,8.58
25144775,10,5,9.07,45.35
25144775,12,5,6.64,33.20
25146542,2,2,0.94,1.88
25146542,6,4,0.96,3.84
25146542,8,1,3.30,3.30
25152876,16,3,5.68,17.04
25152876,36,3,2.86,8.58
25170724,19,3,8.89,26.67
25185824,4,1,3.41,3.41
25185824,12,1,6.64,6.64
25185824,16,2,5.68,11.36
25185824,20,3,9.90,29.70
25197783,2,5,0.94,4.70
25197783,13,2,5.80,11.60
25197783,28,2,7.37,14.74
25204205,29,4,1.31,5.24
25204205,31,5,6.62,33.10
25212640,15,2,5.78,11.56
25212640,24,5,6.00,30.00
25212640,30,3,2.70,8.10
25215161,1,2,6.83,13.66
25226527,1,4,6.83,27.32
25226527,8,4,3.30,13.20
25226527,20,4,9.90,39.60
25226527,26,2,9.32,18.64
25226527,30,5,2.70,13.50
25237018,10,5,9.07,45.35
25237018,31,4,6.62,26.48
25247628,6,5,0.96,4.80
25247628,8,4,3.30,13.20
25247628,10,2,9.07,18.14
25247628,15,1,5.78,5.78
25247628,30,1,2.70,2.70
25256157,3,5,4.42,22.10
25256157,11,1,7.45,7.45
25256157,18,3,9.45,28.35
25256157,24,1,6.00,6.00
25256157,26,3,9.32,27.96
25262161,6,2,0.96,1.92
25262161,24,5,6.00,30.00
25262161,25,1,6.89,6.89
25262161,32,1,3.05,3.05
25265240,32,4,3.05,12.20
25265561,5,1,1.92,1.92
