order_id,order_datetime,customer_id,total_amount,num_items
27501857,2024-02-04T19:52:28.960324,19,59.52,4
27508757,2024-02-08T01:23:03.278772,9,37.34,3
27518152,2024-02-05T20:45:45.202603,27,56.15,4
27537634,2024-02-03T20:02:53.386260,5,62.39,4
27538429,2024-02-03T09:42:00.654498,30,18.90,1
27578940,2024-02-03T00:07:24.478401,9,64.80,5
27578985,2024-02-03T11:29:27.125340,30,19.86,1
27582869,2024-02-03T09:39:54.226858,18,2.70,1
27586617,2024-02-09T17:12:05.456833,5,4.42,1
27595809,2024-02-08T11:47:33.688729,19,38.32,2
27596649,2024-02-10T01:27:20.883749,7,5.40,1
27639235,2024-02-09T02:51:37.782568,3,40.70,3
27640320,2024-02-03T03:04:58.854419,28,17.68,1
27640488,2024-02-10T01:46:23.536670,22,85.82,5
27655850,2024-02-04T11:00:28.227768,4,82.18,5
27657101,2024-02-03T20:48:37.615050,5,41.53,4
27660056,2024-02-09T08:10:31.620423,7,59.67,5
27663571,2024-02-08T21:26:55.657063,16,70.80,4
27663954,2024-02-10T11:28:35.825606,23,10.84,3
27675314,2024-02-10T06:39:07.142031,10,12.37,2
27684378,2024-02-05T08:30:58.791527,25,26.56,1
27688306,2024-02-05T16:37:55.381449,23,26.48,3
27715587,2024-02-09T23:50:57.882581,15,13.64,1
27725482,2024-02-09T12:35:01.687322,8,71.33,4
27726387,2024-02-05T15:53:18.597245,11,46.16,4
27728782,2024-02-05T15:54:56.930019,4,16.44,1
27734003,2024-02-10T05:30:34.329821,23,45.88,3
27738283,2024-02-07T05:55:16.273557,28,37.20,3
27754216,2024-02-03T18:23:41.956979,17,22.30,1
27761336,2024-02-03T14:49:40.786781,9,72.95,5
27764232,2024-02-07T00:29:02.031152,5,32.95,5
27781669,2024-02-01T17:53:21.532269,27,94.89,4
27795911,2024-02-03T01:35:06.682725,26,1.92,1
27803988,2024-02-05T11:01:34.458762,5,85.78,4
27807423,2024-02-03T12:19:53.662301,19,41.33,3
27822861,2024-02-04T04:28:34.662280,11,8.75,2
27843380,2024-02-09T05:59:41.020449,8,36.53,2
27853558,2024-02-04T09:30:28.864308,16,44.31,4
27857767,2024-02-07T17:13:25.296119,5,66.80,3
27877149,2024-02-06T16:58:01.554841,1,2.82,1
27888287,2024-02-03T16:31:48.090491,5,100.56,5
27890114,2024-02-09T19:26:04.888095,26,75.51,4
27908282,2024-02-03T13:54:04.356823,23,23.50,2
27932419,2024-02-05T18:01:35.829447,5,65.59,4
27959744,2024-02-09T08:29:25.100449,3,27.29,3
27960879,2024-02-04T00:28:12.363000,12,79.62,5
27973973,2024-02-02T09:17:23.045002,30,66.59,4
27975942,2024-02-05T07:08:26.723271,30,54.11,3
27999317,2024-02-03T15:17:37.293825,3,38.27,3
28001872,2024-02-01T01:23:40.272588,6,142.29,5
28014736,2024-02-03T14:07:29.287679,2,41.97,2
28025764,2024-02-01T08:47:18.440478,27,51.70,3
28026068,2024-02-07T14:50:08.185694,13,86.82,4
28030568,2024-02-02T14:35:05.617826,2,4.46,1
28040469,2024-02-09T14:40:19.682770,3,60.48,4
28044678,2024-02-03T15:16:10.810488,18,49.35,5
28048649,2024-02-09T12:42:25.590797,28,62.90,2
28051524,2024-02-05T19:31:18.246303,17,34.15,1
28062016,2024-02-03T22:02:54.931111,24,28.75,4
28064163,2024-02-10T21:13:12.428923,22,82.69,4
28066695,2024-02-06T09:37:45.869061,27,32.88,4
28068345,2024-02-08T22:21:24.378152,13,17.89,3
28083233,2024-02-07T18:35:07.874916,19,27.21,1
28089602,2024-02-03T08:42:56.277659,12,31.40,2
28093320,2024-02-10T23:17:28.684972,17,66.63,4
28105046,2024-02-04T02:20:34.472979,1,88.98,5
28106535,2024-02-05T16:34:41.321736,19,46.85,4
28107497,2024-02-06T14:14:43.259600,14,74.62,5
28110084,2024-02-05T07:46:04.699406,22,100.19,5
28110601,2024-02-10T22:57:24.850854,5,70.91,5
28175256,2024-02-10T09:30:13.435002,4,22.35,1
28187079,2024-02-01T00:32:09.307265,26,54.47,3
28196365,2024-02-09T03:47:50.299282,21,62.87,4
28198094,2024-02-03T03:01:40.501635,11,22.15,2
28220860,2024-02-09T20:35:36.168940,24,53.62,3
28223001,2024-02-09T03:37:25.531187,11,20.49,1
28226594,2024-02-02T07:43:52.567859,4,82.21,5
28233422,2024-02-07T17:10:07.803945,30,24.14,3
28247870,2024-02-04T09:44:00.231894,22,2.62,1
28250084,2024-02-06T21:24:26.672574,22,26.89,4
28251690,2024-02-01T15:50:19.870107,7,41.95,2
28270149,2024-02-05T02:37:18.093773,29,25.87,3
28274929,2024-02-10T06:33:08.291786,17,57.00,3
28293751,2024-02-09T21:44:38.990273,24,42.45,2
28308647,2024-02-01T10:03:48.404802,18,8.00,2
28325220,2024-02-09T20:35:10.146332,22,5.40,1
28347381,2024-02-05T18:29:44.450912,8,31.76,3
28348709,2024-02-04T05:11:09.536853,26,6.83,1
28351238,2024-02-08T23:36:32.938756,8,83.50,5
28367867,2024-02-03T11:40:37.647473,13,69.69,4
28368547,2024-02-03T01:35:19.812310,30,3.84,1
28380425,2024-02-09T13:31:50.749733,5,8.89,1
28386271,2024-02-09T20:20:49.319679,24,21.97,3
28392091,2024-02-10T01:44:38.414190,24,66.81,4
28400620,2024-02-05T23:49:40.441323,26,39.72,3
28402129,2024-02-10T05:59:01.086584,18,71.81,3
28405340,2024-02-04T08:02:44.685785,22,22.50,2
28407421,2024-02-10T14:22:22.096326,20,109.64,4
28432123,2024-02-08T08:43:12.327540,20,9.10,1
28441002,2024-02-10T13:54:03.187772,25,44.92,4
28442080,2024-02-04T14:11:40.195137,2,46.96,4
28442138,2024-02-02T22:49:11.592377,5,6.40,2
28446084,2024-02-07T18:57:48.049935,1,35.49,5
28460783,2024-02-04T10:23:17.233992,13,78.12,4
28470356,2024-02-04T22:17:57.721627,13,57.60,5
28481455,2024-02-05T16:22:19.545630,2,1.13,1
28483954,2024-02-09T16:11:09.260256,18,6.83,1
28486231,2024-02-02T12:04:59.413316,15,41.79,4
28498072,2024-02-10T06:35:49.929512,7,98.78,3
28498276,2024-02-02T14:48:02.850268,28,52.12,2
28501229,2024-02-09T11:06:48.088687,21,1.92,1
28505636,2024-02-08T07:58:14.343043,19,43.84,3
28513941,2024-02-04T15:22:08.436593,10,20.13,2
28540859,2024-02-04T19:38:55.258092,3,49.47,4
28549805,2024-02-01T08:38:10.376412,1,9.48,2
28550122,2024-02-01T12:33:06.656249,20,11.94,2
28552505,2024-02-01T00:32:13.152091,26,60.05,2
28569739,2024-02-01T23:25:44.969772,15,50.21,3
28601553,2024-02-03T15:04:39.291576,1,45.06,4
28625878,2024-02-01T23:55:36.668094,25,27.96,3
28643970,2024-02-10T22:53:14.633574,8,30.93,3
28656277,2024-02-05T17:16:23.000605,29,13.50,1
28692250,2024-02-05T19:32:34.082326,7,37.01,2
28693610,2024-02-05T16:15:19.269906,28,86.94,3
28699355,2024-02-06T18:13:19.805503,30,12.95,2
28717663,2024-02-09T23:08:23.665299,16,75.24,4
28726931,2024-02-03T13:35:26.413541,22,40.55,4
28732331,2024-02-04T16:43:22.477151,17,68.19,4
28762962,2024-02-09T18:30:22.207921,4,13.26,1
28782499,2024-02-08T05:15:29.164239,14,81.88,4
28794550,2024-02-03T12:12:54.601651,23,63.03,3
28806422,2024-02-09T12:17:32.262326,18,6.60,1
28816140,2024-02-10T01:40:27.159891,9,55.21,3
28818468,2024-02-01T01:06:16.073942,2,16.44,1
28820939,2024-02-03T21:29:20.232512,14,58.25,5
28821289,2024-02-09T02:39:53.527195,25,94.80,3
28822938,2024-02-03T10:34:47.369811,26,18.20,1
28831995,2024-02-02T11:35:42.596497,6,5.76,1
28845837,2024-02-05T18:24:58.840293,5,69.15,4
28847635,2024-02-03T11:26:44.616442,29,45.73,2
28858180,2024-02-02T16:57:17.879414,20,12.00,1
28863335,2024-02-05T01:26:55.768198,12,23.12,1
28878507,2024-02-10T06:17:12.583001,28,5.40,2
28884738,2024-02-04T12:39:31.207836,30,6.64,1
28903667,2024-02-04T00:55:20.468632,18,22.30,1
28904449,2024-02-05T12:56:56.489894,13,90.71,4
28946456,2024-02-01T23:15:31.602803,29,67.22,3
28946868,2024-02-09T22:26:10.037735,9,59.59,4
28950177,2024-02-09T05:06:22.423600,24,14.74,1
28958784,2024-02-03T08:44:20.384021,25,36.76,2
28987870,2024-02-05T01:12:06.291112,1,15.12,2
29000572,2024-02-09T18:17:25.666337,29,11.02,1
29014255,2024-02-04T00:18:25.406677,15,22.90,2
29023479,2024-02-08T18:15:47.069853,12,75.36,4
29024466,2024-02-09T13:59:23.939123,15,37.14,2
29054794,2024-02-09T18:55:45.564674,26,60.78,4
29092459,2024-02-05T13:50:21.505283,23,66.78,4
29130549,2024-02-04T04:18:25.077130,24,20.82,2
29131109,2024-02-09T02:27:19.689296,12,44.72,3
29138149,2024-02-09T22:13:44.144172,17,2.26,1
29152113,2024-02-05T17:47:30.277559,17,21.13,3
29152920,2024-02-06T02:56:27.420044,6,43.27,4
29162638,2024-02-10T09:50:19.640026,17,7.68,1
29165732,2024-02-10T18:58:46.825437,3,104.96,4
29175433,2024-02-09T18:00:47.988048,16,52.62,4
29205030,2024-02-05T14:45:57.345627,13,9.60,1
29239042,2024-02-05T12:31:45.894626,16,31.68,2
29240574,2024-02-03T03:44:01.866349,14,80.13,4
29267319,2024-02-08T21:56:36.709048,11,26.48,1
29268888,2024-02-05T03:58:47.199694,9,13.28,1
29286709,2024-02-03T09:52:11.162941,18,54.60,2
29295612,2024-02-03T07:43:06.358068,5,27.32,1
29301778,2024-02-08T23:42:53.940171,14,49.81,5
29302640,2024-02-03T18:07:11.295728,3,67.14,4
29303017,2024-02-09T10:35:19.681632,16,17.72,2
29307173,2024-02-02T14:39:07.089219,8,37.67,2
29308317,2024-02-01T21:17:56.490196,30,18.06,2
29311771,2024-02-01T04:12:25.438725,12,67.18,5
29318588,2024-02-08T04:48:21.973625,28,14.52,2
29321143,2024-02-05T13:00:49.354145,2,5.48,1
29326231,2024-02-08T10:10:06.957487,8,56.95,4
29342177,2024-02-03T09:10:57.197625,11,38.27,3
29360141,2024-02-06T05:40:12.439212,7,62.59,5
29384980,2024-02-09T16:46:18.544952,14,41.08,2
29409620,2024-02-03T11:19:54.312517,7,26.13,4
29430292,2024-02-09T03:19:39.535498,2,37.72,2
29456105,2024-02-05T13:20:44.585810,23,22.04,1
29464697,2024-02-09T10:52:05.206315,20,82.47,4
29471444,2024-02-05T11:42:37.993716,29,58.67,3
29502661,2024-02-01T06:03:25.026709,13,31.52,2
29503123,2024-02-03T15:03:20.780824,11,39.33,2
29542193,2024-02-04T07:23:36.848948,20,29.70,1
29549077,2024-02-05T03:47:34.650873,27,38.97,2
29549125,2024-02-04T04:11:11.200209,29,58.84,5
29558836,2024-02-09T01:53:16.632321,5,9.86,2
29559063,2024-02-09T12:04:26.327795,20,60.30,3
29572759,2024-02-10T15:05:46.367337,19,66.02,2
29588274,2024-02-04T19:14:24.250014,18,43.61,4
29596541,2024-02-04T15:04:30.197156,11,18.64,1
29610266,2024-02-10T01:21:43.739707,12,109.37,5
29618952,2024-02-05T18:26:03.809639,19,61.50,2
29619409,2024-02-09T05:53:43.728972,5,22.67,5
29659147,2024-02-03T01:23:02.637222,19,103.27,5
29659981,2024-02-01T07:46:57.975541,17,27.96,1
29677416,2024-02-06T00:50:24.557326,3,94.09,4
29698950,2024-02-08T17:12:23.797602,27,1.88,1
29713235,2024-02-01T00:00:08.697574,12,9.13,2
29723150,2024-02-10T17:49:36.526489,8,92.19,5
29735820,2024-02-09T04:09:00.267513,26,37.12,2
29736437,2024-02-02T13:44:34.919851,15,29.19,2
29759398,2024-02-10T19:01:12.358260,9,49.93,3
29761089,2024-02-10T21:59:34.596319,8,33.17,2
29765268,2024-02-09T08:47:04.935974,11,43.09,3
29772836,2024-02-01T03:07:27.396566,12,51.12,3
29796305,2024-02-10T00:18:26.387932,7,17.48,5
29798937,2024-02-10T11:38:41.567507,5,38.60,3
29799319,2024-02-01T05:49:26.673120,4,64.53,5
29809352,2024-02-10T23:08:48.407136,13,39.09,4
29817728,2024-02-01T22:15:55.621258,20,60.54,4
29827743,2024-02-03T22:04:46.494036,27,45.89,4
29829191,2024-02-03T21:13:55.138360,26,59.36,4
29846419,2024-02-09T07:06:49.470342,26,105.70,5
29849243,2024-02-10T00:49:00.902145,8,4.52,1
29867556,2024-02-09T13:59:29.662255,9,0.96,1
29873060,2024-02-05T03:44:15.014621,18,56.10,5
29881109,2024-02-05T11:07:15.262013,12,66.72,5
29887575,2024-02-09T09:31:46.385755,1,33.88,2
29912515,2024-02-05T13:32:30.303421,28,64.30,4
29914907,2024-02-08T13:29:14.041204,8,38.68,3
29922254,2024-02-09T13:14:01.097737,4,58.56,5
29922555,2024-02-03T02:58:13.346960,11,4.61,2
29927140,2024-02-09T10:12:49.121011,13,65.84,5
29936249,2024-02-05T22:13:54.990727,27,70.20,5
29937855,2024-02-04T05:05:39.393929,10,23.12,1
29939586,2024-02-05T21:35:27.983365,2,77.82,5
29954174,2024-02-04T12:01:41.355667,29,47.12,3
30000288,2024-02-04T21:37:50.607921,26,58.99,3
30012321,2024-02-06T16:47:42.059232,4,71.22,4
30035912,2024-02-06T02:41:45.047724,7,26.67,1
30041579,2024-02-09T11:10:05.685077,17,65.45,2
30060264,2024-02-05T20:23:27.449792,10,51.24,2
30068850,2024-02-06T07:53:04.928057,9,38.00,3
30084022,2024-02-04T13:52:11.776533,23,49.54,3
30091906,2024-02-01T23:22:47.719361,5,49.31,3
30102754,2024-02-09T12:11:11.643425,5,40.84,4
30122695,2024-02-09T14:53:16.454154,4,104.31,4
30151182,2024-02-01T03:26:37.478677,11,71.40,4
30162643,2024-02-06T01:47:43.570810,10,45.35,1
30167042,2024-02-05T09:54:42.114061,7,3.05,1
30168635,2024-02-03T12:47:23.583028,14,71.37,4
30172228,2024-02-09T17:44:54.026332,9,31.86,2
30185305,2024-02-05T14:35:09.309398,30,20.30,2
30193746,2024-02-05T16:44:52.420486,9,21.84,2
30226106,2024-02-09T16:04:13.816508,20,4.52,1
30236645,2024-02-01T16:38:51.716465,8,118.60,5
30256810,2024-02-04T20:42:51.265132,23,44.65,3
30265661,2024-02-04T04:45:42.959531,23,30.74,3
30307364,2024-02-09T17:25:02.519533,19,78.11,5
30344550,2024-02-09T06:33:30.224037,20,67.72,5
30362446,2024-02-09T11:53:13.550390,26,13.64,1
30374978,2024-02-09T13:51:25.492064,6,19.05,2
30384202,2024-02-03T01:35:04.291785,2,140.64,5
30392781,2024-02-04T07:45:25.889099,21,64.20,4
30399580,2024-02-05T18:33:26.007603,30,79.44,5
30405457,2024-02-05T09:05:36.297384,6,41.32,2
30405695,2024-02-09T15:22:03.776367,5,9.08,3
30407590,2024-02-03T00:34:24.331297,29,5.76,1
30411901,2024-02-01T21:24:41.052622,20,76.76,5
30413328,2024-02-03T18:28:22.957602,12,75.42,4
30426263,2024-02-09T10:09:03.742770,2,45.64,3
30432416,2024-02-09T20:01:00.130883,23,49.23,4
30441268,2024-02-01T14:04:12.414579,19,47.48,3
30458315,2024-02-05T04:00:50.950563,8,42.01,3
30477783,2024-02-04T15:05:21.795232,15,49.86,2
30482086,2024-02-06T22:28:09.380690,11,33.78,3
30485267,2024-02-08T07:08:59.047873,5,121.78,4
30491761,2024-02-09T16:56:24.122247,28,10.67,2
30495999,2024-02-04T19:05:06.416048,27,45.68,3
30513390,2024-02-07T15:59:10.805316,29,21.58,3
30528038,2024-02-10T04:09:17.248198,25,14.74,1
30564802,2024-02-03T14:19:07.430704,19,46.34,4
30571035,2024-02-04T19:40:33.103480,9,6.34,2
30585421,2024-02-03T06:37:46.376937,30,51.99,2
30621993,2024-02-09T00:29:16.631551,1,24.21,3
30629038,2024-02-01T17:06:37.530565,15,39.60,1
30644620,2024-02-01T20:00:30.670769,7,77.14,3
30650192,2024-02-05T04:10:24.880548,28,3.76,1
30652165,2024-02-03T14:31:22.234892,12,79.94,5
30654061,2024-02-08T18:02:23.325153,13,86.64,5
30654102,2024-02-01T21:16:31.426345,24,82.73,5
30661050,2024-02-10T03:22:38.534529,19,125.19,5
30672336,2024-02-05T05:42:25.743158,28,37.97,3
30686138,2024-02-03T01:54:58.321148,17,90.88,5
30687035,2024-02-05T12:07:05.510413,2,24.00,1
30694797,2024-02-06T02:15:40.460657,27,3.20,2
30703863,2024-02-10T03:35:16.103117,25,16.57,4
30715852,2024-02-09T19:21:43.295530,14,35.55,3
30718915,2024-02-05T11:00:43.690230,8,24.40,4
30728622,2024-02-01T14:45:51.901723,28,93.72,5
30748071,2024-02-05T23:29:22.395789,24,67.56,4
30822041,2024-02-09T05:29:09.228814,26,36.64,3
30824012,2024-02-09T20:21:43.622366,20,51.86,4
30838988,2024-02-04T09:58:07.483361,10,6.89,1
30853310,2024-02-05T08:15:13.774177,8,25.47,3
30861607,2024-02-08T11:05:37.324755,5,63.52,4
30887456,2024-02-01T20:57:58.814545,14,11.36,1
30893730,2024-02-09T08:41:26.449954,20,18.00,1
30906061,2024-02-09T22:01:59.048108,13,14.10,2
30924909,2024-02-08T00:49:41.615107,11,68.72,5
30927070,2024-02-06T00:09:33.169394,25,92.37,5
30947064,2024-02-01T23:25:38.880333,4,35.80,2
30947959,2024-02-08T11:29:23.359356,6,13.78,1
30966330,2024-02-09T09:11:57.684315,13,46.72,3
30967418,2024-02-09T07:05:19.259621,16,65.32,3
31023648,2024-02-09T10:10:33.464465,7,29.64,2
31035410,2024-02-08T12:57:02.845090,25,42.48,3
31039785,2024-02-01T10:33:59.237188,6,61.67,3
31045017,2024-02-04T03:25:05.576246,8,26.09,3
31067404,2024-02-01T19:37:40.921712,2,11.02,1
31138671,2024-02-03T18:25:14.776581,27,35.98,2
31148998,2024-02-01T16:47:27.995090,2,94.21,4
31160891,2024-02-04T03:28:16.688990,10,47.75,5
31163527,2024-02-09T15:10:36.662591,24,60.02,5
31167486,2024-02-07T12:06:56.461487,9,16.44,1
31196423,2024-02-01T10:32:32.141358,18,13.26,1
31238444,2024-02-03T18:00:12.813933,14,23.06,2
31240286,2024-02-08T13:58:42.213866,27,59.47,5
31244590,2024-02-05T17:21:35.400723,19,64.48,4
31254446,2024-02-05T04:20:13.422910,20,7.37,1
31258198,2024-02-09T11:17:28.137556,7,59.01,4
31273559,2024-02-04T18:49:28.102781,30,82.70,4
31279604,2024-02-03T20:09:07.681577,24,21.45,2
31302258,2024-02-07T11:34:01.475264,30,34.32,2
31346441,2024-02-09T16:36:59.316187,6,37.41,4
31356382,2024-02-08T06:00:51.542180,16,61.50,3
31356952,2024-02-03T10:45:29.737764,22,20.31,3
31386568,2024-02-09T02:38:35.385506,4,3.05,1
31394525,2024-02-04T20:33:09.532349,30,27.46,3
31397788,2024-02-08T07:45:55.183988,21,14.30,1
31410130,2024-02-03T09:59:27.131117,29,76.71,4
31412752,2024-02-09T07:11:54.101006,25,58.33,3
31420266,2024-02-06T10:53:00.120856,2,73.45,5
31424158,2024-02-08T16:59:47.471917,2,81.04,5
31437725,2024-02-09T20:14:24.380105,18,47.05,5
31449679,2024-02-08T03:13:40.171905,12,14.87,2
31473435,2024-02-05T11:50:06.637099,23,143.83,5
31503313,2024-02-10T09:16:02.687644,10,25.31,3
31503933,2024-02-01T09:54:56.718627,24,31.70,4
31505822,2024-02-05T01:29:16.356957,18,14.07,2
31524538,2024-02-04T04:25:01.879785,20,65.13,5
31531810,2024-02-06T07:15:55.759873,5,99.25,5
31544259,2024-02-01T22:03:32.874793,9,51.10,2
31551287,2024-02-01T05:30:45.667874,11,8.00,1
31560336,2024-02-07T22:59:40.499319,15,36.98,2
31572290,2024-02-05T21:49:42.671566,26,35.88,2
31577908,2024-02-02T04:17:28.480071,11,70.04,3
31583405,2024-02-03T08:19:38.072833,22,62.74,3
31587334,2024-02-03T03:15:46.800902,22,51.13,2
31587691,2024-02-04T00:54:59.562836,7,30.60,2
31589270,2024-02-01T13:43:00.892997,19,8.00,1
31592110,2024-02-03T14:51:17.202560,24,74.96,3
31595003,2024-02-06T09:25:39.388598,16,35.68,2
31597711,2024-02-03T04:34:16.883964,16,11.02,1
31599971,2024-02-09T04:20:21.024940,21,59.29,3
31603197,2024-02-08T12:49:57.620296,28,14.74,1
31607026,2024-02-10T21:21:38.119855,17,62.84,3
31608665,2024-02-08T07:15:45.512486,21,42.50,2
31610125,2024-02-06T14:35:14.488855,22,72.02,2
31622204,2024-02-07T15:53:11.761294,9,16.50,1
31626051,2024-02-10T13:40:11.582966,21,27.21,2
31632154,2024-02-05T15:52:26.061673,23,18.55,3
31643217,2024-02-09T17:51:30.965644,18,39.55,3
31668285,2024-02-05T09:37:11.410654,6,21.60,2
31669626,2024-02-07T14:59:20.387022,26,23.20,1
31674285,2024-02-06T07:18:35.720612,14,3.05,1
31676988,2024-02-05T02:43:16.009746,22,70.74,4
31690825,2024-02-03T11:27:49.221454,28,6.55,1
31702607,2024-02-06T05:57:01.835060,19,2.62,1
31703204,2024-02-02T06:01:44.102799,9,22.56,3
31706832,2024-02-09T21:50:07.009546,10,47.83,3
31707729,2024-02-10T16:00:32.111231,23,62.49,5
31718746,2024-02-03T04:20:51.575203,7,59.57,2
31758864,2024-02-09T23:49:17.788183,24,120.24,5
31776236,2024-02-05T04:59:47.040551,14,65.03,4
31776534,2024-02-04T15:39:39.602569,7,15.41,2
31788610,2024-02-03T19:25:23.620860,23,6.82,1
31819120,2024-02-03T04:32:55.813406,21,13.31,2
31819753,2024-02-04T01:50:54.220364,29,58.11,4
31836758,2024-02-08T16:05:46.980975,7,73.34,4
31837996,2024-02-09T03:56:57.411047,24,44.14,5
31840157,2024-02-09T18:03:07.323138,20,85.96,4
31840307,2024-02-08T02:48:45.717111,21,72.81,3
31841214,2024-02-09T05:11:25.526142,4,112.89,5
31845961,2024-02-03T06:45:01.852468,8,39.08,2
31857473,2024-02-10T12:36:45.529546,17,59.06,4
31861491,2024-02-08T04:41:36.471814,4,24.97,2
31861782,2024-02-04T18:29:30.549591,20,40.49,3
31866502,2024-02-08T04:34:02.830236,1,40.56,2
31867470,2024-02-01T14:02:27.032905,30,42.50,2
31887885,2024-02-10T16:54:46.084232,5,44.44,2
31891623,2024-02-10T00:19:39.797627,6,112.60,5
31894575,2024-02-05T21:25:11.393404,9,41.53,3
31902683,2024-02-09T20:27:15.797339,22,103.71,5
31905705,2024-02-08T17:42:20.024513,18,45.96,2
31908082,2024-02-09T08:36:41.526019,21,77.20,3
31918119,2024-02-04T16:10:56.947199,4,34.08,2
31934136,2024-02-05T11:28:46.972953,13,63.80,4
31942653,2024-02-06T22:44:20.317782,21,73.01,4
31943088,2024-02-03T18:36:25.477352,7,34.22,4
31943108,2024-02-05T04:11:42.010602,4,28.86,3
31953347,2024-02-05T15:50:55.108281,26,9.10,1
31959010,2024-02-08T16:54:13.819848,2,17.20,1
31962875,2024-02-03T09:05:41.740618,26,56.51,5
31980766,2024-02-08T07:17:47.849633,27,33.10,1
31990915,2024-02-09T09:25:07.860893,2,51.06,4
31996859,2024-02-03T03:51:03.279363,3,63.04,5
32028550,2024-02-09T20:40:46.681288,11,56.81,3
32037208,2024-02-05T02:37:00.231919,23,10.23,1
32054018,2024-02-01T22:20:02.251440,23,24.00,1
32072140,2024-02-08T11:54:59.922120,15,38.19,2
32082899,2024-02-01T05:38:18.279023,20,23.07,2
32119056,2024-02-04T19:21:15.965402,25,98.08,4
32125572,2024-02-04T12:52:45.996177,3,35.66,3
32148108,2024-02-01T06:51:21.367931,10,7.43,2
32172064,2024-02-01T18:24:21.388888,16,35.56,1
32172417,2024-02-07T05:05:36.098239,19,69.95,5
32184709,2024-02-08T09:03:56.701527,8,29.48,1
32193469,2024-02-01T22:03:14.157172,4,91.68,5
32198028,2024-02-09T10:38:54.631475,15,33.17,3
32201183,2024-02-09T02:51:28.089708,21,35.99,3
32209888,2024-02-08T17:47:17.423671,22,103.11,5
32231578,2024-02-08T00:24:10.491747,29,31.88,3
32232431,2024-02-07T10:26:56.536911,4,66.90,3
32232583,2024-02-09T04:44:41.927934,18,37.70,3
32243622,2024-02-01T12:53:19.979730,2,11.02,1
32246735,2024-02-04T16:39:09.817719,30,43.93,3
32262817,2024-02-08T09:26:08.327185,7,9.60,1
32264041,2024-02-06T23:10:17.076162,4,19.17,2
32264102,2024-02-01T13:42:59.344873,22,9.71,2
32278623,2024-02-04T04:17:51.862816,22,66.42,4
32295758,2024-02-05T13:46:48.910510,17,40.32,4
32317006,2024-02-03T10:01:48.781896,18,84.36,5
32355156,2024-02-03T08:07:06.728268,5,7.68,1
32362431,2024-02-05T19:03:41.290653,4,97.35,5
32363563,2024-02-03T16:14:32.888239,20,64.71,5
32373166,2024-02-08T08:16:23.131971,2,34.82,3
32374994,2024-02-04T15:15:47.500286,18,53.25,2
32383336,2024-02-04T18:02:25.210489,7,27.84,3
32405279,2024-02-03T16:28:57.820256,24,18.00,1
32409054,2024-02-04T08:02:04.793643,22,64.74,3
32416586,2024-02-05T08:48:50.515397,21,28.45,4
32444438,2024-02-04T17:06:42.243622,24,63.96,3
32454937,2024-02-08T12:24:10.508357,28,43.00,1
32466045,2024-02-04T09:39:03.278663,3,38.36,2
32478934,2024-02-08T10:51:37.543342,16,16.53,3
32481109,2024-02-04T03:50:37.983971,18,110.25,4
32481507,2024-02-09T20:26:12.753274,21,47.74,2
32484003,2024-02-09T04:30:15.290772,22,69.80,2
32497191,2024-02-01T02:08:37.441449,2,78.98,4
32502728,2024-02-03T18:01:50.713758,6,49.80,3
32506730,2024-02-03T14:18:46.903805,30,49.10,4
32515827,2024-02-07T16:07:53.124098,28,13.74,2
32521059,2024-02-09T23:41:59.104372,7,8.84,1
32523594,2024-02-03T06:41:09.206321,26,60.86,5
32536233,2024-02-08T04:28:19.474334,15,6.60,1
32540487,2024-02-01T04:14:30.143793,15,20.62,3
32575148,2024-02-09T00:06:27.892900,26,46.02,4
32604246,2024-02-08T00:57:55.380681,3,18.64,2
32609979,2024-02-03T03:34:22.338201,18,39.52,4
32638403,2024-02-10T22:39:20.360747,9,73.35,4
32641759,2024-02-05T02:21:55.516098,17,51.15,2
32645114,2024-02-03T23:57:49.398878,11,78.77,4
32649716,2024-02-03T10:49:03.676695,12,0.94,1
32650726,2024-02-06T06:31:02.631126,12,18.00,1
32652528,2024-02-01T20:33:27.233239,12,78.23,4
32665778,2024-02-02T05:57:06.422715,18,40.07,3
32667002,2024-02-04T07:05:20.160906,20,72.39,4
32669347,2024-02-09T03:45:17.802362,9,60.35,3
32671024,2024-02-09T02:38:54.076427,25,75.95,3
32671871,2024-02-08T04:12:16.178972,13,7.85,2
32678074,2024-02-04T23:50:43.233553,30,4.88,2
32681690,2024-02-06T20:00:46.777475,20,79.33,5
32686288,2024-02-01T19:00:19.138637,18,7.42,1
32702699,2024-02-04T16:47:06.065767,9,126.98,5
32713746,2024-02-03T09:09:03.618883,21,93.48,5
32714902,2024-02-09T19:58:02.583163,28,56.14,3
32715624,2024-02-04T01:42:15.753317,12,69.13,4
32734341,2024-02-02T11:16:01.323031,28,124.06,5
32742247,2024-02-03T01:25:50.872571,11,27.46,2
32747722,2024-02-01T03:43:54.157246,9,31.18,2
32762713,2024-02-08T18:38:26.720750,19,79.59,5
32763247,2024-02-03T18:53:09.476618,3,23.96,3
32768095,2024-02-08T00:50:47.532871,27,57.50,4
32769249,2024-02-09T00:05:27.864622,28,51.78,4
32782619,2024-02-04T12:25:51.904085,30,43.87,4
32789432,2024-02-09T19:29:50.739585,12,29.64,2
32795314,2024-02-04T23:04:17.394692,12,35.56,1
32815683,2024-02-03T05:11:34.165061,30,9.15,1
32829101,2024-02-08T15:01:15.158332,29,16.54,2
